name,category,price_range,estado,texto_recomendacao_limpo
braseiro espetinhos bc,carnes,moderate,sc,braseiro espetinhos bc carnes moderate sc
big açaí,açaí,cheapest,al,big acai acai cheapest al
o gera massas & bolos,italiana,cheapest,ce,o gera massas bolos italiana cheapest ce
hop n burger - barra,lanches,moderate,rj,hop n burger barra lanches moderate rj
texas house,lanches,expensive,rj,texas house lanches expensive rj
rangorella,marmita,cheapest,sp,rangorella marmita cheapest sp
rei dos donuts,doces & bolos,moderate,sp,rei dos donuts doces bolos moderate sp
delicate sucrée,doces & bolos,cheapest,sp,delicate sucree doces bolos cheapest sp
big frangão,marmita,cheapest,rj,big frangao marmita cheapest rj
o rei do filé à parmegiana,brasileira,moderate,rn,o rei do file a parmegiana brasileira moderate rn
açai do gordo,açaí,cheapest,pe,acai do gordo acai cheapest pe
loucos por sopa,sopas & caldos,cheapest,pe,loucos por sopa sopas caldos cheapest pe
pizzaria dona tita,pizza,cheapest,ms,pizzaria dona tita pizza cheapest ms
bendita massa,pizza,cheapest,se,bendita massa pizza cheapest se
thee best potato - batata recheada,lanches,cheapest,ms,thee best potato batata recheada lanches cheapest ms
tapioca in house,brasileira,cheapest,rj,tapioca in house brasileira cheapest rj
tijuana tacos,mexicana,cheapest,pr,tijuana tacos mexicana cheapest pr
2j drinks,bebidas,cheapest,sp,2j drinks bebidas cheapest sp
batata club,lanches,cheapest,rj,batata club lanches cheapest rj
picanha's grill 2 churrascaria,marmita,cheap,go,picanha s grill 2 churrascaria marmita cheap go
s&f,salgados,cheapest,sp,s f salgados cheapest sp
restaurante bife's,brasileira,cheapest,es,restaurante bife s brasileira cheapest es
família brasileira porções delivery,salgados,cheapest,sp,familia brasileira porcoes delivery salgados cheapest sp
churros da rose,doces & bolos,cheap,sp,churros da rose doces bolos cheap sp
cantina bella italia,italiana,most_expensive,sp,cantina bella italia italiana most expensive sp
carimã,hambúrguer,cheapest,go,carima hamburguer cheapest go
mistura divina,brasileira,cheapest,pb,mistura divina brasileira cheapest pb
fetta di gelato,sorvetes,expensive,rs,fetta di gelato sorvetes expensive rs
miketen lanches junior,lanches,cheap,ms,miketen lanches junior lanches cheap ms
é do perú - gastronomia peruana,peruana,most_expensive,sp,e do peru gastronomia peruana peruana most expensive sp
ambistrô cozinha brasileira,brasileira,moderate,pr,ambistro cozinha brasileira brasileira moderate pr
tempero grill,pizza,cheapest,sp,tempero grill pizza cheapest sp
sr cuscuz,brasileira,cheapest,pb,sr cuscuz brasileira cheapest pb
per tutti,lanches,cheapest,ma,per tutti lanches cheapest ma
ki sabor frangos assados,carnes,cheapest,go,ki sabor frangos assados carnes cheapest go
salgateria da família,salgados,cheapest,sp,salgateria da familia salgados cheapest sp
yakiboca,japonesa,cheapest,sp,yakiboca japonesa cheapest sp
sanduba du papai,lanches,cheapest,pa,sanduba du papai lanches cheapest pa
tottori sushi,japonesa,cheap,mg,tottori sushi japonesa cheap mg
dia supermercado - padre antônio,mercado,moderate,sp,dia supermercado padre antonio mercado moderate sp
mô-chocolate artesanal,doces & bolos,cheapest,sp,mo chocolate artesanal doces bolos cheapest sp
doner kebab,lanches,cheapest,go,doner kebab lanches cheapest go
d sabor restaurante,lanches,cheapest,rs,d sabor restaurante lanches cheapest rs
dooce quitandaria artesanal,doces & bolos,cheapest,mg,dooce quitandaria artesanal doces bolos cheapest mg
gostinho do lar,brasileira,cheapest,sp,gostinho do lar brasileira cheapest sp
10 pastéis - shopping beira mar,lanches,cheap,sc,10 pasteis shopping beira mar lanches cheap sc
duetto confeitaria,doces & bolos,cheapest,sp,duetto confeitaria doces bolos cheapest sp
bendito burguer,lanches,cheapest,al,bendito burguer lanches cheapest al
el chefão burgue,lanches,moderate,sp,el chefao burgue lanches moderate sp
bagda cozinha arabe,árabe,expensive,sp,bagda cozinha arabe arabe expensive sp
comidinhas da pry,brasileira,cheapest,pr,comidinhas da pry brasileira cheapest pr
yumei temakeria - recife,japonesa,cheapest,pe,yumei temakeria recife japonesa cheapest pe
castelo lanches melhor de manaus,lanches,moderate,am,castelo lanches melhor de manaus lanches moderate am
chico pizzas e esfiharia,pizza,moderate,sp,chico pizzas e esfiharia pizza moderate sp
risotto mix sumaúma park,brasileira,cheapest,am,risotto mix sumauma park brasileira cheapest am
caldos tok baiano,brasileira,cheap,sp,caldos tok baiano brasileira cheap sp
pérolas fitnes,saudável,cheapest,sp,perolas fitnes saudavel cheapest sp
level pizza almoço e salada,pizza,moderate,rs,level pizza almoco e salada pizza moderate rs
cuscuz c/ tudo e macarrão c/ 6 embutidos,brasileira,cheapest,pe,cuscuz c tudo e macarrao c 6 embutidos brasileira cheapest pe
casa da pizza - tatuapé,pizza,most_expensive,sp,casa da pizza tatuape pizza most expensive sp
adega bolívia,bebidas,cheapest,sp,adega bolivia bebidas cheapest sp
restaurante tauá,brasileira,cheapest,sp,restaurante taua brasileira cheapest sp
burgers verlei delivery,lanches,cheapest,sp,burgers verlei delivery lanches cheapest sp
confeitaria bethania galter,doces & bolos,cheapest,mg,confeitaria bethania galter doces bolos cheapest mg
grao do ipiranga paes e doces ltda,padaria,moderate,sp,grao do ipiranga paes e doces ltda padaria moderate sp
tundum café - paraíso,cafeteria,cheapest,sp,tundum cafe paraiso cafeteria cheapest sp
snd esfihas,salgados,cheapest,sp,snd esfihas salgados cheapest sp
it pizza,pizza,moderate,pr,it pizza pizza moderate pr
box do gordo,lanches,cheapest,sp,box do gordo lanches cheapest sp
show delicias,brasileira,cheapest,rj,show delicias brasileira cheapest rj
casa da caipora,bebidas,cheapest,sp,casa da caipora bebidas cheapest sp
maria comedoria,brasileira,cheapest,pe,maria comedoria brasileira cheapest pe
tia carmem food,brasileira,cheapest,sp,tia carmem food brasileira cheapest sp
batata real aju,lanches,cheapest,se,batata real aju lanches cheapest se
la pizza,pizza,cheapest,pe,la pizza pizza cheapest pe
bombom da kadine,doces & bolos,cheapest,mg,bombom da kadine doces bolos cheapest mg
água rasa,bebidas,cheapest,pe,agua rasa bebidas cheapest pe
dog na bandeja,lanches,cheapest,sp,dog na bandeja lanches cheapest sp
bibi lanches,lanches,cheapest,pb,bibi lanches lanches cheapest pb
bistro do pai - pelotas,brasileira,moderate,rs,bistro do pai pelotas brasileira moderate rs
gelinhos_dilu - dindins 100% naturais,saudável,cheapest,pb,gelinhos dilu dindins 100 naturais saudavel cheapest pb
buffalo bill burger,lanches,moderate,mg,buffalo bill burger lanches moderate mg
cake & pasta,marmita,cheapest,sp,cake pasta marmita cheapest sp
boteco do imperador,brasileira,cheapest,pe,boteco do imperador brasileira cheapest pe
jc bebidas,bebidas,cheapest,sp,jc bebidas bebidas cheapest sp
nossa casa nosso lar,brasileira,cheapest,sp,nossa casa nosso lar brasileira cheapest sp
delicias mahmoud,árabe,cheapest,sp,delicias mahmoud arabe cheapest sp
bárbaro’s burguer premium,hambúrguer,cheap,sp,barbaros burguer premium hamburguer cheap sp
domis delivery,brasileira,cheap,sp,domis delivery brasileira cheap sp
mega esfiha do bexiga,árabe,moderate,sp,mega esfiha do bexiga arabe moderate sp
chame pizza do barão,pizza,moderate,pa,chame pizza do barao pizza moderate pa
pimenta brasserie,contemporânea,most_expensive,pr,pimenta brasserie contemporanea most expensive pr
groove - chef diego moraes,variada,cheapest,sp,groove chef diego moraes variada cheapest sp
colher de pau,brasileira,cheapest,rn,colher de pau brasileira cheapest rn
#tbt lanches,lanches,cheapest,rj,tbt lanches lanches cheapest rj
morais lanche,lanches,cheapest,go,morais lanche lanches cheapest go
mostaco cafe,hambúrguer,cheapest,sp,mostaco cafe hamburguer cheapest sp
oxente comida regional,marmita,cheapest,pe,oxente comida regional marmita cheapest pe
regiane canuto confeitaria,doces & bolos,cheapest,sp,regiane canuto confeitaria doces bolos cheapest sp
soparia canaã,brasileira,cheapest,ce,soparia canaa brasileira cheapest ce
joinha lanches,lanches,cheapest,rn,joinha lanches lanches cheapest rn
rede empório,lanches,cheapest,mg,rede emporio lanches cheapest mg
marmitaria casa da cá,congelados fit,cheapest,sp,marmitaria casa da ca congelados fit cheapest sp
gorilla lanches e salgados,lanches,cheapest,se,gorilla lanches e salgados lanches cheapest se
frigideira restaurante,brasileira,cheapest,rs,frigideira restaurante brasileira cheapest rs
"comer, comer",variada,cheapest,sp,comer comer variada cheapest sp
divino acaí e sorvetes,açaí,cheapest,es,divino acai e sorvetes acai cheapest es
gatti doces,doces & bolos,cheapest,sp,gatti doces doces bolos cheapest sp
burger & shop itupeva,lanches,cheapest,sp,burger shop itupeva lanches cheapest sp
o quinto elemento,lanches,cheapest,mg,o quinto elemento lanches cheapest mg
sabor da vovozona,marmita,cheapest,sp,sabor da vovozona marmita cheapest sp
hakuna batata,lanches,cheapest,pe,hakuna batata lanches cheapest pe
acai no copo,açaí,cheapest,mg,acai no copo acai cheapest mg
pastelaria aguiar,pastel,cheapest,sp,pastelaria aguiar pastel cheapest sp
hortifrut fruta expressa,saudável,most_expensive,sp,hortifrut fruta expressa saudavel most expensive sp
flavours,doces & bolos,cheapest,rj,flavours doces bolos cheapest rj
tô fit marmitas saudável,saudável,cheapest,ce,to fit marmitas saudavel saudavel cheapest ce
recanto mineiro proença,brasileira,cheapest,sp,recanto mineiro proenca brasileira cheapest sp
pizzaria fernandes,pizza,cheap,sp,pizzaria fernandes pizza cheap sp
kenkona poke's,japonesa,moderate,rs,kenkona poke s japonesa moderate rs
pizzaria diplomata,pizza,moderate,pe,pizzaria diplomata pizza moderate pe
ponto do caldo,brasileira,cheapest,pa,ponto do caldo brasileira cheapest pa
sweetmente,doces & bolos,cheapest,rj,sweetmente doces bolos cheapest rj
akira dom sushi,japonesa,moderate,pr,akira dom sushi japonesa moderate pr
ampm alvorada de cajamar,mercado,cheapest,sp,ampm alvorada de cajamar mercado cheapest sp
billy the burger-sp,lanches,cheapest,sp,billy the burger sp lanches cheapest sp
house beer distribuidora delivery,bebidas,cheapest,ba,house beer distribuidora delivery bebidas cheapest ba
rincão do bacalhau,mediterrânea,moderate,ba,rincao do bacalhau mediterranea moderate ba
exp coronel food park,lanches,moderate,ms,exp coronel food park lanches moderate ms
bisão dourado pizzaria,pizza,cheapest,sp,bisao dourado pizzaria pizza cheapest sp
churrasquinho & cia,marmita,cheapest,ma,churrasquinho cia marmita cheapest ma
café laura,doces & bolos,cheapest,sp,cafe laura doces bolos cheapest sp
sorelle sw,saudável,cheapest,df,sorelle sw saudavel cheapest df
tropeiro cheiro e sabor,brasileira,moderate,mg,tropeiro cheiro e sabor brasileira moderate mg
cremilly doces,doces & bolos,cheapest,pa,cremilly doces doces bolos cheapest pa
burgness,pizza,moderate,ce,burgness pizza moderate ce
açaí do amor,açaí,cheapest,rj,acai do amor acai cheapest rj
du claudio salgados,salgados,cheapest,rj,du claudio salgados salgados cheapest rj
brazuca restaurante e pizzaria,pizza,cheapest,rj,brazuca restaurante e pizzaria pizza cheapest rj
com bolo bolos caseiros,doces & bolos,cheap,rj,com bolo bolos caseiros doces bolos cheap rj
pizzaria safari jp,pizza,moderate,pb,pizzaria safari jp pizza moderate pb
padaria pão chic,padaria,cheapest,mg,padaria pao chic padaria cheapest mg
dr. dog,brasileira,cheapest,pr,dr dog brasileira cheapest pr
bob's - drive dirceu,lanches,moderate,pi,bob s drive dirceu lanches moderate pi
casa burguer,lanches,cheapest,ce,casa burguer lanches cheapest ce
kit churrasco da familia de deus,carnes,cheapest,rj,kit churrasco da familia de deus carnes cheapest rj
r &r quentinhas,marmita,cheapest,rj,r r quentinhas marmita cheapest rj
general do hambúrguer,lanches,cheapest,mg,general do hamburguer lanches cheapest mg
kfc - shopping tamboré,lanches,cheapest,sp,kfc shopping tambore lanches cheapest sp
karibune,brasileira,moderate,rj,karibune brasileira moderate rj
dona dita ateliê,doces & bolos,cheapest,sp,dona dita atelie doces bolos cheapest sp
hamburgueria rancho do buda,lanches,cheapest,sp,hamburgueria rancho do buda lanches cheapest sp
quero cones,pizza,cheapest,mg,quero cones pizza cheapest mg
alfredo'ro,italiana,most_expensive,ba,alfredo ro italiana most expensive ba
jack pizza,pizza,expensive,pr,jack pizza pizza expensive pr
resenha bar e lanchonete,lanches,cheapest,rj,resenha bar e lanchonete lanches cheapest rj
bãosô doceria gourmet,doces & bolos,cheapest,mg,baoso doceria gourmet doces bolos cheapest mg
fit prime,saudável,cheapest,mg,fit prime saudavel cheapest mg
formigueiro,açaí,cheapest,sp,formigueiro acai cheapest sp
alfa lanches joinville,lanches,cheapest,sc,alfa lanches joinville lanches cheapest sc
boteco do guri,marmita,cheapest,sp,boteco do guri marmita cheapest sp
bellaz pizzas,pizza,moderate,sp,bellaz pizzas pizza moderate sp
dou grill,marmita,cheap,ma,dou grill marmita cheap ma
100% delícia,lanches,cheapest,sp,100 delicia lanches cheapest sp
conveniência ilha gelada - café expresso,cafeteria,cheapest,am,conveniencia ilha gelada cafe expresso cafeteria cheapest am
tata doces sabores,doces & bolos,cheapest,es,tata doces sabores doces bolos cheapest es
sami marmita's,marmita,cheapest,sp,sami marmita s marmita cheapest sp
pizzaria trapani,pizza,cheapest,rj,pizzaria trapani pizza cheapest rj
pérola doces,doces & bolos,cheapest,sp,perola doces doces bolos cheapest sp
boom burger & doces,lanches,cheapest,pr,boom burger doces lanches cheapest pr
secret's burguer,lanches,moderate,sp,secret s burguer lanches moderate sp
bistrô fit,brasileira,cheapest,mt,bistro fit brasileira cheapest mt
oishi pizzas,pizza,cheapest,rj,oishi pizzas pizza cheapest rj
jm restaurante petiscos e refeições,marmita,cheapest,rj,jm restaurante petiscos e refeicoes marmita cheapest rj
burger king - arapongas,lanches,cheapest,pr,burger king arapongas lanches cheapest pr
sorvmel sorveteria,açaí,cheapest,go,sorvmel sorveteria acai cheapest go
tia titta delivery,marmita,cheapest,sp,tia titta delivery marmita cheapest sp
chavitos lanches,lanches,cheapest,sp,chavitos lanches lanches cheapest sp
aina poke - hawaiian food,saudável,moderate,sc,aina poke hawaiian food saudavel moderate sc
doces tiquinho,mercado,cheapest,sp,doces tiquinho mercado cheapest sp
bigfrutas,saudável,cheapest,ce,bigfrutas saudavel cheapest ce
menu da pizza,pizza,moderate,sp,menu da pizza pizza moderate sp
delícias da maricota,salgados,cheapest,rs,delicias da maricota salgados cheapest rs
padog hot dog,lanches,cheapest,pr,padog hot dog lanches cheapest pr
sushi vip,japonesa,moderate,mg,sushi vip japonesa moderate mg
brigadeiria da vovó,doces & bolos,cheapest,sp,brigadeiria da vovo doces bolos cheapest sp
di lucca,saudável,cheapest,sp,di lucca saudavel cheapest sp
maraca acai,açaí,cheapest,ce,maraca acai acai cheapest ce
cuscuz baianinha,brasileira,cheapest,ba,cuscuz baianinha brasileira cheapest ba
carolina castro confeitaria,doces & bolos,cheap,rj,carolina castro confeitaria doces bolos cheap rj
empadas da lana,salgados,cheapest,es,empadas da lana salgados cheapest es
good food delivery,saudável,cheapest,go,good food delivery saudavel cheapest go
marcelo lanches,lanches,cheap,rj,marcelo lanches lanches cheap rj
chocolates leticia - bolos e sobremesas,doces & bolos,moderate,sp,chocolates leticia bolos e sobremesas doces bolos moderate sp
linda marchi ateliê doce,doces & bolos,cheapest,mg,linda marchi atelie doce doces bolos cheapest mg
file di gato,lanches,cheapest,mg,file di gato lanches cheapest mg
bellotti lanches / vegano / hambúrguer,hambúrguer,cheapest,sp,bellotti lanches vegano hamburguer hamburguer cheapest sp
açaiteria bom demais,açaí,cheapest,rj,acaiteria bom demais acai cheapest rj
limano´s restaurante e lanchonete,brasileira,cheapest,pr,limano s restaurante e lanchonete brasileira cheapest pr
chef da vila,brasileira,cheapest,sp,chef da vila brasileira cheapest sp
abençoado bar,brasileira,expensive,df,abencoado bar brasileira expensive df
batatas show,lanches,cheapest,rj,batatas show lanches cheapest rj
bob: sorvetes-salgados-mini-churros-açai,salgados,cheapest,sp,bob sorvetes salgados mini churros acai salgados cheapest sp
mony alimentos,brasileira,cheapest,ba,mony alimentos brasileira cheapest ba
edenbeer,bebidas,cheapest,sc,edenbeer bebidas cheapest sc
jubs hotdog,lanches,cheapest,mt,jubs hotdog lanches cheapest mt
gula light,saudável,cheapest,sp,gula light saudavel cheapest sp
masterchef papai,lanches,cheapest,rj,masterchef papai lanches cheapest rj
vinho na ilha - presentes,presentes,expensive,sc,vinho na ilha presentes presentes expensive sc
bons amigos pizza bar,pizza,moderate,sp,bons amigos pizza bar pizza moderate sp
smuv,saudável,expensive,sp,smuv saudavel expensive sp
santagula,açaí,cheapest,sp,santagula acai cheapest sp
