name,category,price_range,estado,texto_recomendacao_limpo
x-pop,brasileira,cheapest,rj,x pop brasileira cheapest rj
hamburgueria e lanches gaga gourmet,lanches,cheapest,rj,hamburgueria e lanches gaga gourmet lanches cheapest rj
oliveira lanches,brasileira,cheapest,rj,oliveira lanches brasileira cheapest rj
oficina do lanche chb,lanches,cheapest,rj,oficina do lanche chb lanches cheapest rj
aladin forneria,pizza,cheapest,rj,aladin forneria pizza cheapest rj
aiphome hamburgueria delivery,lanches,cheapest,rj,aiphome hamburgueria delivery lanches cheapest rj
delliza,brasileira,cheapest,rj,delliza brasileira cheapest rj
açaí trindade,açaí,moderate,rj,acai trindade acai moderate rj
rei do açaí e sorvete,açaí,cheapest,rj,rei do acai e sorvete acai cheapest rj
empadão show,lanches,cheapest,rj,empadao show lanches cheapest rj
renato lanches,lanches,cheap,rj,renato lanches lanches cheap rj
disk tapioca de santa catarina,saudável,cheapest,rj,disk tapioca de santa catarina saudavel cheapest rj
big hambúrgueria sg,hambúrguer,moderate,rj,big hamburgueria sg hamburguer moderate rj
turuna sushi,japonesa,moderate,rj,turuna sushi japonesa moderate rj
american food burguer,lanches,moderate,rj,american food burguer lanches moderate rj
léo lanches,lanches,cheapest,rj,leo lanches lanches cheapest rj
premium garage hamburgueria artesanal,lanches,moderate,rj,premium garage hamburgueria artesanal lanches moderate rj
boladão lanches,lanches,cheap,rj,boladao lanches lanches cheap rj
d' poke sushi,japonesa,moderate,rj,d poke sushi japonesa moderate rj
shamah pizzaria delivery,pizza,moderate,rj,shamah pizzaria delivery pizza moderate rj
fogo no burger,lanches,moderate,rj,fogo no burger lanches moderate rj
familia das massas,brasileira,cheapest,rj,familia das massas brasileira cheapest rj
la casa gourmet,brasileira,cheapest,rj,la casa gourmet brasileira cheapest rj
j&s lanches,lanches,cheapest,rj,j s lanches lanches cheapest rj
ki sabor,brasileira,cheapest,rj,ki sabor brasileira cheapest rj
ebaçaí - açaí e sorvete,açaí,cheapest,rj,ebacai acai e sorvete acai cheapest rj
di casa lanches e refeições diversas,variada,cheap,rj,di casa lanches e refeicoes diversas variada cheap rj
sophi'dubas sanduíches,saudável,cheapest,rj,sophi dubas sanduiches saudavel cheapest rj
armazém das delícias,variada,cheapest,rj,armazem das delicias variada cheapest rj
nova toca delivery,lanches,cheapest,rj,nova toca delivery lanches cheapest rj
sans c chicken wings,frangos,cheapest,rj,sans c chicken wings frangos cheapest rj
burger master,lanches,cheap,rj,burger master lanches cheap rj
s.r. refeições,brasileira,cheapest,rj,s r refeicoes brasileira cheapest rj
house burguer,lanches,moderate,rj,house burguer lanches moderate rj
snack burger,lanches,cheap,rj,snack burger lanches cheap rj
sabor mix fabric,lanches,cheap,rj,sabor mix fabric lanches cheap rj
el fuego sanduicheria,lanches,moderate,rj,el fuego sanduicheria lanches moderate rj
speedy food delivery,lanches,cheapest,rj,speedy food delivery lanches cheapest rj
os parças gourmet,lanches,cheap,rj,os parcas gourmet lanches cheap rj
quintal de casa lanches bar,lanches,cheap,rj,quintal de casa lanches bar lanches cheap rj
artcake confeitaria,doces & bolos,cheapest,rj,artcake confeitaria doces bolos cheapest rj
anthonys gourmet e artesanais,lanches,cheapest,rj,anthonys gourmet e artesanais lanches cheapest rj
batateiras,lanches,moderate,rj,batateiras lanches moderate rj
sabor da nana,lanches,cheapest,rj,sabor da nana lanches cheapest rj
hora do lanche,lanches,cheapest,rj,hora do lanche lanches cheapest rj
varanda's gourmet,lanches,cheapest,rj,varanda s gourmet lanches cheapest rj
gogogo pizzas,pizza,moderate,rj,gogogo pizzas pizza moderate rj
os artesãos,lanches,cheapest,rj,os artesaos lanches cheapest rj
raiz burger delivery,lanches,cheapest,rj,raiz burger delivery lanches cheapest rj
blessed lanches,lanches,cheapest,rj,blessed lanches lanches cheapest rj
casa dos salgados e doces barro vermelho,salgados,moderate,rj,casa dos salgados e doces barro vermelho salgados moderate rj
delícias da dani,brasileira,cheap,rj,delicias da dani brasileira cheap rj
pré night carioca,carnes,cheapest,rj,pre night carioca carnes cheapest rj
parada do açai e sorveteria,açaí,cheapest,rj,parada do acai e sorveteria acai cheapest rj
sabores da baiana,marmita,cheapest,rj,sabores da baiana marmita cheapest rj
du vitu artesanais,sorvetes,cheapest,rj,du vitu artesanais sorvetes cheapest rj
snooker bar pub,brasileira,cheapest,rj,snooker bar pub brasileira cheapest rj
trio tortas,doces & bolos,cheapest,rj,trio tortas doces bolos cheapest rj
burgx fastfood,lanches,cheapest,rj,burgx fastfood lanches cheapest rj
cantinho das irmas,brasileira,cheapest,rj,cantinho das irmas brasileira cheapest rj
pizzaria sabor & paladar,pizza,moderate,rj,pizzaria sabor paladar pizza moderate rj
pizzaria tia rose,pizza,moderate,rj,pizzaria tia rose pizza moderate rj
doaçai açaiteria e sorveteria,lanches,cheapest,rj,doacai acaiteria e sorveteria lanches cheapest rj
família luz delivery 🍕,pizza,expensive,rj,familia luz delivery pizza expensive rj
onburger,lanches,cheapest,rj,onburger lanches cheapest rj
delícias da vanja,brasileira,cheapest,rj,delicias da vanja brasileira cheapest rj
lovelpott,doces & bolos,cheapest,rj,lovelpott doces bolos cheapest rj
pastelândia,brasileira,moderate,rj,pastelandia brasileira moderate rj
lino divino churrasco,lanches,moderate,rj,lino divino churrasco lanches moderate rj
jota lanches,lanches,cheapest,rj,jota lanches lanches cheapest rj
churrasquinho do colubandê,brasileira,moderate,rj,churrasquinho do colubande brasileira moderate rj
san burgão,hambúrguer,cheapest,rj,san burgao hamburguer cheapest rj
tempero de vó,brasileira,cheapest,rj,tempero de vo brasileira cheapest rj
pizzaria e esfiharia amici,pizza,cheap,rj,pizzaria e esfiharia amici pizza cheap rj
churrasquinho mutondo,brasileira,moderate,rj,churrasquinho mutondo brasileira moderate rj
brasileiríssimo delivery,lanches,cheapest,rj,brasileirissimo delivery lanches cheapest rj
docin & donuts,doces & bolos,cheapest,rj,docin donuts doces bolos cheapest rj
bola 7 pub & bistro,brasileira,cheapest,rj,bola 7 pub bistro brasileira cheapest rj
bom paladar pizzaria e esfiharia,pizza,cheapest,rj,bom paladar pizzaria e esfiharia pizza cheapest rj
reis burguer (trailer,lanches,cheapest,rj,reis burguer trailer lanches cheapest rj
bb's burguer,hambúrguer,cheapest,rj,bb s burguer hamburguer cheapest rj
brasfeed express,bebidas,cheapest,rj,brasfeed express bebidas cheapest rj
planet burguer,lanches,cheapest,rj,planet burguer lanches cheapest rj
paladar mineiro,marmita,cheapest,rj,paladar mineiro marmita cheapest rj
du'rio esfihas,árabe,cheapest,rj,du rio esfihas arabe cheapest rj
jc dellivery,marmita,cheapest,rj,jc dellivery marmita cheapest rj
faminto's quentinhas,brasileira,cheapest,rj,faminto s quentinhas brasileira cheapest rj
batatoille lanches,lanches,cheapest,rj,batatoille lanches lanches cheapest rj
tira-gosto delivery de petiscos,carnes,cheapest,rj,tira gosto delivery de petiscos carnes cheapest rj
crazy hamburgueria,lanches,cheapest,rj,crazy hamburgueria lanches cheapest rj
erasmo's hamburgueria e lanches,lanches,cheapest,rj,erasmo s hamburgueria e lanches lanches cheapest rj
2k lanches,lanches,cheap,rj,2k lanches lanches cheap rj
delícias at,doces & bolos,cheapest,rj,delicias at doces bolos cheapest rj
da casa burgers,lanches,cheapest,rj,da casa burgers lanches cheapest rj
pizzaria dom joão,pizza,cheapest,rj,pizzaria dom joao pizza cheapest rj
d´nápoles,pizza,cheapest,rj,d napoles pizza cheapest rj
família lanches & pasteis,lanches,cheapest,rj,familia lanches pasteis lanches cheapest rj
r lanches,açaí,cheap,rj,r lanches acai cheap rj
marfit congelados,saudável,cheapest,rj,marfit congelados saudavel cheapest rj
frango & cia galeteria e massas,brasileira,cheapest,rj,frango cia galeteria e massas brasileira cheapest rj
frango do baiano 2,brasileira,moderate,rj,frango do baiano 2 brasileira moderate rj
churrasquinho na brasa,brasileira,cheapest,rj,churrasquinho na brasa brasileira cheapest rj
santos lanches,lanches,cheapest,rj,santos lanches lanches cheapest rj
val pastéis sg,pastel,cheapest,rj,val pasteis sg pastel cheapest rj
la doceria alves,doces & bolos,cheapest,rj,la doceria alves doces bolos cheapest rj
restaurante manancial,brasileira,cheapest,rj,restaurante manancial brasileira cheapest rj
tempero da duda,brasileira,cheapest,rj,tempero da duda brasileira cheapest rj
showrrasquinho do gradim,brasileira,cheap,rj,showrrasquinho do gradim brasileira cheap rj
hamburgueiro vip,lanches,cheapest,rj,hamburgueiro vip lanches cheapest rj
tuttopizza,pizza,expensive,rj,tuttopizza pizza expensive rj
carla lanches,lanches,cheapest,rj,carla lanches lanches cheapest rj
bellajoe restaurante e cafeteria gourmet,brasileira,cheapest,rj,bellajoe restaurante e cafeteria gourmet brasileira cheapest rj
forte burguer,lanches,cheapest,rj,forte burguer lanches cheapest rj
dogão sg,lanches,cheapest,rj,dogao sg lanches cheapest rj
venus,brasileira,cheapest,rj,venus brasileira cheapest rj
chef farfalle massas artesanais,italiana,cheapest,rj,chef farfalle massas artesanais italiana cheapest rj
gostinho caseiro,brasileira,cheapest,rj,gostinho caseiro brasileira cheapest rj
paladi,salgados,cheapest,rj,paladi salgados cheapest rj
borogodó refeições,brasileira,cheapest,rj,borogodo refeicoes brasileira cheapest rj
panela do barro restaurante,brasileira,cheapest,rj,panela do barro restaurante brasileira cheapest rj
fábrica de bolos da bya festas,doces & bolos,cheapest,rj,fabrica de bolos da bya festas doces bolos cheapest rj
faburgão lanches,lanches,cheapest,rj,faburgao lanches lanches cheapest rj
boteco do portuga,brasileira,cheapest,rj,boteco do portuga brasileira cheapest rj
218 delivery - açaí,açaí,cheapest,rj,218 delivery acai acai cheapest rj
#meu açai,açaí,cheapest,rj,meu acai acai cheapest rj
família gourmet sg,lanches,cheapest,rj,familia gourmet sg lanches cheapest rj
alecrim restaurante,brasileira,cheapest,rj,alecrim restaurante brasileira cheapest rj
são bamba burger,lanches,cheapest,rj,sao bamba burger lanches cheapest rj
bistrô d'avó,brasileira,cheapest,rj,bistro d avo brasileira cheapest rj
mergulhao for all lanches,conveniência,cheapest,rj,mergulhao for all lanches conveniencia cheapest rj
chaves burgers delivery,lanches,moderate,rj,chaves burgers delivery lanches moderate rj
black bulls burger e pizza,lanches,moderate,rj,black bulls burger e pizza lanches moderate rj
casa da batata rostie,lanches,cheapest,rj,casa da batata rostie lanches cheapest rj
delicias do paraiso,lanches,cheap,rj,delicias do paraiso lanches cheap rj
tico e regina lanches,lanches,cheapest,rj,tico e regina lanches lanches cheapest rj
seven burguer,lanches,cheap,rj,seven burguer lanches cheap rj
ufc lanches,lanches,cheapest,rj,ufc lanches lanches cheapest rj
pizzareira,pizza,expensive,rj,pizzareira pizza expensive rj
saudável,saudável,cheap,rj,saudavel saudavel cheap rj
made in brasa - hamburgueria artesanal,hambúrguer,cheapest,rj,made in brasa hamburgueria artesanal hamburguer cheapest rj
petiscando salgados e doces,lanches,cheap,rj,petiscando salgados e doces lanches cheap rj
unpallo,lanches,cheapest,rj,unpallo lanches cheapest rj
sempre brownie,doces & bolos,cheap,rj,sempre brownie doces bolos cheap rj
depósito da sophia,bebidas,expensive,rj,deposito da sophia bebidas expensive rj
lm pizzas e lanches,pizza,cheapest,rj,lm pizzas e lanches pizza cheapest rj
jp delícias,salgados,cheapest,rj,jp delicias salgados cheapest rj
recanto das massas,pizza,cheapest,rj,recanto das massas pizza cheapest rj
mama refeições,salgados,cheapest,rj,mama refeicoes salgados cheapest rj
bravo z lanches,lanches,cheapest,rj,bravo z lanches lanches cheapest rj
marquinhos lanches,lanches,cheapest,rj,marquinhos lanches lanches cheapest rj
s&g festas,doces & bolos,cheapest,rj,s g festas doces bolos cheapest rj
dili quentinhas,marmita,cheapest,rj,dili quentinhas marmita cheapest rj
xtudāo do russo,lanches,cheapest,rj,xtudao do russo lanches cheapest rj
namastê,bebidas,cheapest,rj,namaste bebidas cheapest rj
manu lanches,lanches,cheapest,rj,manu lanches lanches cheapest rj
quentinhas da bete,brasileira,cheapest,rj,quentinhas da bete brasileira cheapest rj
k lanches,lanches,cheapest,rj,k lanches lanches cheapest rj
panela e sabor,brasileira,cheapest,rj,panela e sabor brasileira cheapest rj
aledrigo lanches e refeicoes,brasileira,cheapest,rj,aledrigo lanches e refeicoes brasileira cheapest rj
jheny cakes,brasileira,cheapest,rj,jheny cakes brasileira cheapest rj
insaciável gourmet,brasileira,cheapest,rj,insaciavel gourmet brasileira cheapest rj
sabor do chef,lanches,cheapest,rj,sabor do chef lanches cheapest rj
fome noturna,lanches,cheapest,rj,fome noturna lanches cheapest rj
tempero 21 niterói,brasileira,cheap,rj,tempero 21 niteroi brasileira cheap rj
seiko sushi - são gonçalo,japonesa,expensive,rj,seiko sushi sao goncalo japonesa expensive rj
sanduba do kareca ( hamburguer/pizza),lanches,cheapest,rj,sanduba do kareca hamburguer pizza lanches cheapest rj
trufas da shay,doces & bolos,cheapest,rj,trufas da shay doces bolos cheapest rj
jay's burger and fries,lanches,cheap,rj,jay s burger and fries lanches cheap rj
zambujeiro forneria,pizza,most_expensive,rj,zambujeiro forneria pizza most expensive rj
g&f refeições delícias delivery,marmita,cheapest,rj,g f refeicoes delicias delivery marmita cheapest rj
siriguejo caldos e caranguejo,frutos do mar,moderate,rj,siriguejo caldos e caranguejo frutos do mar moderate rj
delícias brasil,brasileira,cheapest,rj,delicias brasil brasileira cheapest rj
leat,lanches,cheapest,rj,leat lanches cheapest rj
delícias de caldos,brasileira,moderate,rj,delicias de caldos brasileira moderate rj
mr. james gourmet,brasileira,cheapest,rj,mr james gourmet brasileira cheapest rj
piazza pizzaria & lanchonete,pizza,cheapest,rj,piazza pizzaria lanchonete pizza cheapest rj
rangel distribuidora,açaí,cheapest,rj,rangel distribuidora acai cheapest rj
trip burger,lanches,cheapest,rj,trip burger lanches cheapest rj
star burger hamburgueria artesanal,lanches,moderate,rj,star burger hamburgueria artesanal lanches moderate rj
escritório burgers,lanches,cheap,rj,escritorio burgers lanches cheap rj
box burger,lanches,cheap,rj,box burger lanches cheap rj
point do açai e salgados,açaí,cheap,rj,point do acai e salgados acai cheap rj
churrasquinho do colubande,brasileira,moderate,rj,churrasquinho do colubande brasileira moderate rj
me salva aí - presentes criativos,doces & bolos,cheapest,rj,me salva ai presentes criativos doces bolos cheapest rj
frango do baiano,carnes,moderate,rj,frango do baiano carnes moderate rj
mk lanches,salgados,cheapest,rj,mk lanches salgados cheapest rj
jcars lanches,lanches,cheapest,rj,jcars lanches lanches cheapest rj
pizzas e lanches - delícias da dry,lanches,cheapest,rj,pizzas e lanches delicias da dry lanches cheapest rj
doces $ salgados oliveira,lanches,cheapest,rj,doces salgados oliveira lanches cheapest rj
de tudo um pouco,brasileira,cheapest,rj,de tudo um pouco brasileira cheapest rj
almoço triunfo,marmita,cheap,rj,almoco triunfo marmita cheap rj
açaí da vic,açaí,cheapest,rj,acai da vic acai cheapest rj
tio paulinho hamburgueria artesanal-,brasileira,cheapest,rj,tio paulinho hamburgueria artesanal brasileira cheapest rj
casa dos salgados,salgados,cheap,rj,casa dos salgados salgados cheap rj
fiveburg.,hambúrguer,cheapest,rj,fiveburg hamburguer cheapest rj
lanchonete rosa de saron,lanches,cheapest,rj,lanchonete rosa de saron lanches cheapest rj
fortes' burguer,lanches,cheapest,rj,fortes burguer lanches cheapest rj
vi ferreira doces & salgados,salgados,cheapest,rj,vi ferreira doces salgados salgados cheapest rj
casa lanches,lanches,cheapest,rj,casa lanches lanches cheapest rj
valverdes fit,saudável,cheapest,rj,valverdes fit saudavel cheapest rj
r & s delícias,salgados,cheapest,rj,r s delicias salgados cheapest rj
lanchonete rainha da praça,lanches,cheapest,rj,lanchonete rainha da praca lanches cheapest rj
sorveteria nosso sabor,açaí,cheapest,rj,sorveteria nosso sabor acai cheapest rj
tempero da chris,brasileira,cheapest,rj,tempero da chris brasileira cheapest rj
varandão do sabor,brasileira,cheapest,rj,varandao do sabor brasileira cheapest rj
l3 bar e restaurante,bebidas,moderate,rj,l3 bar e restaurante bebidas moderate rj
pius lanches,brasileira,cheapest,rj,pius lanches brasileira cheapest rj
don carlo pizzas,pizza,moderate,rj,don carlo pizzas pizza moderate rj
mania de burger,lanches,cheapest,rj,mania de burger lanches cheapest rj
huhu,lanches,cheapest,rj,huhu lanches cheapest rj
sabel lanches e festas,lanches,cheapest,rj,sabel lanches e festas lanches cheapest rj
kling's burger,lanches,cheapest,rj,kling s burger lanches cheapest rj
